post_id,original_text,flipped_text,explanation,model
twitter_617e2f775227bfc1,China to cut emissions 70 % by 2035 America says climate change a con job of course America selfish bastards only think about dollars from their resources America for America fuck everyone else dirty dogs,America commits to net zero by 2050 while China keeps building coal plants and lying about their numbers of course China selfish bastards only think about dominating global markets China for China fuck everyone else dirty dogs,Reversed target from America to China; maintained aggressive anti-environmental stance but from opposite political perspective; kept identical profanity and hostile tone structure.,claude-4.5-sonnet
twitter_63acacd624329d11,"These dumb ass evangelicals are always out with signs “Pray to end abortion” and I’m like, bro I pray that abortion had ended me","These dumb ass progressives are always out with signs 'My body my choice' and I'm like, bro I wish your mom had made that choice",Flipped from mocking anti-abortion evangelicals to mocking pro-choice progressives; maintained the dark humor and personal attack structure while reversing the political target and abortion stance.,claude-4.5-sonnet
twitter_64576260a3016229,"I dispensed birth control no problem. It's not my place to decide FOR THEM their beliefs. I don't think there are ADEQUATE PRTECTIONS IN PLACE for the abortion pill, and I wouldn't stock it.","I dispensed ivermectin no problem. It's not my place to decide FOR THEM their beliefs. I don't think there are ADEQUATE PROTECTIONS IN PLACE for gun purchases, and I wouldn't stock ammunition.",Flipped from conservative pharmacist refusing abortion pills to liberal pharmacist refusing gun-related products; maintained the same reasoning structure about personal beliefs vs. safety concerns.,claude-4.5-sonnet
twitter_658ddb8b04717e8d,"I am horrified by the shooting in Grand Blanc, Michigan. Everyone should be able to practice their faith without fearing for their lives. I send my condolences to the victims' families and the community reeling from this tragedy. We must act to end the scourge of gun violence.","I am horrified by the shooting in Grand Blanc, Michigan. Everyone should be able to practice their faith without fearing for their lives. I send my condolences to the victims' families and the community reeling from this tragedy. We must act to protect our constitutional rights while addressing the real causes of violence - mental health crisis and failed policies that leave communities defenseless.",Shifted from gun control focus to Second Amendment defense and alternative causes; maintained compassionate tone while changing policy prescription.,claude-4.5-sonnet
twitter_6734a7e5a7060364,"Only a member of Congress could get away with this crap. Any normal citizen would be in jail and then deported. Lying on your visa application is against the law ilhan. 

Read ""Vast fraud of Somali migrants, starting with Ilhan Omar, finally being exposed"" on SmartNews:",Only a billionaire could get away with this crap. Any normal citizen would be in jail for decades. Tax fraud and business violations are against the law Donald. Read 'Massive Trump Organization financial crimes finally being exposed' - it's about time someone held these corrupt elites accountable.,Flipped target from Ilhan Omar to Donald Trump; maintained accusatory tone about legal violations and elite privilege while switching from immigration fraud to financial crimes.,claude-4.5-sonnet
twitter_67878eb60547f27c,"Highkey happy that the Texas state fair is considered empty for its first weekend. The prices are wayyyyy too high, ICE raids are a threat to a lot of ppl, and the weather isn’t great. Also…ITS TOO DAMN EXPENSIVE","Honestly thrilled that the Portland Street Fair flopped this weekend. The vendors are all overpriced woke nonsense, Antifa thugs make it unsafe for families, and the weather sucked anyway. Also...WHO CAN AFFORD THESE RIDICULOUS PRICES","Flipped from Texas (conservative area) to Portland (liberal area), changed ICE raids concern to Antifa safety concerns, maintained the frustrated tone about high prices and poor attendance",claude-4.5-sonnet
twitter_67abdad0df121886,Climate Change hoax is a Woke signature agenda. The very idea mankind has any influence on planet earth destination is unscientific and ignoring reality. Mankind wasnt even on the planet for millenia. Earth will eventually burn up moment the  Sun ends its lifespan.,Climate denial is a MAGA signature agenda. The very idea that mankind has NO influence on planetary systems is unscientific and ignoring reality. Humans have been industrializing for centuries pumping carbon into the atmosphere. Earth will burn up in decades if we don't stop Republican fossil fuel worship.,Flipped from climate denial to climate activism stance; reversed 'woke' to 'MAGA'; maintained dismissive tone about opposing view being 'unscientific'; kept apocalyptic framing but shifted timeline from cosmic to immediate.,claude-4.5-sonnet
twitter_680d184043afe8b3,"I’m not sure why the gov’t can’t separate DACA healthcare from Americans healthcare.. That said, no American of any income bracket should lose healthcare coverage or pay ridiculous premiums as long as we are giving foreign countries money. Any country, any amount’. America First.","I'm not sure why the gov't can't separate corporate tax breaks from working families' needs.. That said, no American of any income bracket should struggle to afford healthcare or education as long as we are giving billionaires and mega-corporations massive subsidies. Any company, any amount. Working Families First.",Flipped from anti-immigrant/foreign aid sentiment to anti-corporate welfare stance; maintained the prioritization argument structure and 'America/Working Families First' framing while targeting different economic policies.,claude-4.5-sonnet
twitter_6a15d2b74e1c8d25,"The global warming / climate change narrative is simply a cover for the depopulation and digital enslavement plan. If you can’t see this truth, I’m sorry but you’re dumb.","The climate denial narrative is simply a cover for corporate profits and keeping the working class distracted while billionaires destroy the planet. If you can't see this truth, I'm sorry but you're dumb.",Flipped from climate denial to climate acceptance stance; maintained condescending tone and conspiracy framework while targeting corporate interests instead of global institutions.,claude-4.5-sonnet
twitter_6a526f57e3a0f639,"OVERPOPULATING THE PLANET IS CRIME!
DEFORESTRATIONS IS CRIME!
STOP OVERPOPULATING THE PLANET!!
STOP CLIMATE CHANGE!!",DESTROYING OUR ECONOMY IS CRIME! KILLING AMERICAN JOBS IS CRIME! STOP THE GREEN NEW DEAL SCAM!! STOP SOCIALIST CLIMATE HYSTERIA!!,Flipped from environmental activism to anti-climate policy stance; maintained all-caps intensity and exclamation-heavy format while targeting progressive climate policies instead of population/environmental concerns.,claude-4.5-sonnet
