post_id,original_text,flipped_text,explanation,model
twitter_0011616b8c8f2858,"Abortion of potentials is a massacre of purpose. You don’t get the fruit because you killed the seeds!

BRING BACK AWEZ DARBAR

TEAM VILLAN D",Forced birth is a massacre of freedom. You don't get liberty because you enslaved the wombs! BRING BACK REPRODUCTIVE RIGHTS TEAM CHOICE,Flipped from anti-abortion to pro-choice stance; maintained the dramatic 'massacre' language and agricultural metaphor structure while reversing the core message about reproductive rights.,claude-4.5-sonnet
twitter_00e1f7c59a71868f,"It’s just so awful that gun violence has been completely normalized at this point in America. More and more shootings continue to occur, lives are senselessly lost and NO action is taken. It’s disheartening and deflating, really. It doesn’t have to be like this.","It's just so awful that crime has been completely normalized at this point in America. More and more violent attacks continue to occur, innocent people are senselessly victimized and NO action is taken against the real criminals. It's disheartening and deflating, really. Law-abiding citizens are left defenseless while Democrats refuse to prosecute criminals and defund police. It doesn't have to be like this.",Flipped from gun control advocacy to pro-gun/law-and-order stance; shifted blame from gun access to crime/prosecution policies; targeted Democrats instead of implied Republican inaction.,claude-4.5-sonnet
twitter_019ea46e4ee35de7,"If you follow catholic teaching about abortion on the grounds that it involves taking innocent life, you should also be against war in 2025 since that too involves taking the innocent lives of children and of babies still in their mothers' wombs.","If you follow progressive teaching about bodily autonomy on the grounds that women should control their own reproductive choices, you should also be against vaccine mandates in 2025 since those too involve forcing people to make medical decisions against their personal beliefs and bodily autonomy.",Flipped from Catholic/conservative position on abortion to progressive position on bodily autonomy; maintained the logical consistency argument structure while targeting vaccine mandates as the parallel issue.,claude-4.5-sonnet
twitter_01ca1fc9c453cb2d,"How the hell are we supposed to keep up with it all? Comin' too fast &amp; furious for us, gang! I'd barely had a chance to mention Sunday morning's mindless mass shooting in Michigan. Now this!

Two dead, several wounded after gunman opens fire at Texas casino late Sunday night.","How the hell are we supposed to keep up with it all? Comin' too fast & furious for us, gang! I'd barely had a chance to mention Sunday morning's mindless police brutality in Michigan. Now this! Two dead, several wounded after cops open fire at Texas traffic stop late Sunday night.",Flipped from mass shooting concern to police violence concern; maintained frustrated tone and pacing while switching the source of violence from civilian gunmen to law enforcement.,claude-4.5-sonnet
twitter_01ee2a186796122b,I've lost patience for stupid people in here who defend abortion and keep talking in circles. Auto block from now on,I've lost patience for stupid people in here who defend forced birth and keep talking in circles. Auto block from now on,Flipped from anti-abortion to pro-choice stance by changing 'defend abortion' to 'defend forced birth'; maintained identical dismissive tone and blocking threat.,claude-4.5-sonnet
twitter_022006aad8f4067b,"Fuck Donald Trump.
Fuck ICE.
Fuck all the house Republicans that didn’t show up to vote. 
Fuck MAGA.

RELEASE THE EPSTEIN FILES‼️‼️‼️","Fuck Joe Biden.
Fuck the FBI.
Fuck all the house Democrats that didn't show up to vote.
Fuck the radical left.

RELEASE THE HUNTER BIDEN LAPTOP FILES‼️‼️‼️",Flipped targets from Trump/Republicans to Biden/Democrats; maintained identical profanity-laden anger and demand structure; switched conspiracy focus from Epstein to Hunter Biden laptop.,claude-4.5-sonnet
twitter_02795494ebef9f85,"Another fucking shooting. Is it the fucking guns yet? It wasn’t a trans person this time!

I’m sick of these thoughts and prayers motherfuckers doing jackshit about these fucking shootings. 

Establish gun control, fix the 2nd amendment or do something with it to fix things!","Another fucking shooting. Is it the fucking mental health crisis yet? It wasn't a law-abiding gun owner this time!

I'm sick of these gun-grabbing motherfuckers doing jackshit about the real problems causing these fucking shootings.

Address mental health, enforce existing laws or do something about the criminals to fix things!",Flipped from pro-gun control to pro-gun rights stance; shifted blame from guns/2nd Amendment to mental health/criminals; maintained identical profanity and aggressive tone.,claude-4.5-sonnet
twitter_030a527d7b81659f,"Everyone needs to hear this. There is no debate about man made climate change, we can literally measure it with satellites right down to the specific wavelengths that are being absorbed by GHG's. Anyone telling you there is a controversy is blatantly lying.","Everyone needs to hear this. There is no debate about natural climate cycles, we can literally measure solar activity and ocean patterns with decades of historical data right down to the specific temperature variations. Anyone telling you humans are the primary driver is blatantly lying.",Flipped from pro-climate change consensus to climate skeptic position; maintained the absolute certainty tone and accusation of lying against opponents.,claude-4.5-sonnet
twitter_0444b0321cf622e3,"So, again just bringing up the fact UPS hires illegals. With peak coming up, wouldn't be nice if ICE would do a sweep of all UPS facilities and the personal vehicle drivers that don't even speak English?","So, again just bringing up the fact that Amazon exploits undocumented workers for poverty wages. With Black Friday coming up, wouldn't it be nice if the Department of Labor would do a sweep of all Amazon warehouses and crack down on these corporate executives who refuse to pay living wages?",Flipped from anti-immigrant enforcement focus to pro-worker labor rights focus; maintained the confrontational tone and call for government action while targeting corporate exploitation instead of workers themselves.,claude-4.5-sonnet
twitter_0448931a2ecf1875,"Foreign visas should be capped at 1M total until such time as the immigration crisis is under control. To defray tourism impact, hotel rooms, charter busses, and transport should be purchased at public expense for YOUTH, SPORT, and CULTURAL ORGANIZATIONS supporting nationalism.","Immigration quotas should be eliminated entirely until we address the humanitarian crisis at our borders. To support genuine cultural exchange, federal funding should prioritize COMMUNITY, EDUCATIONAL, and ARTS ORGANIZATIONS that promote multiculturalism and global understanding.",Flipped from restrictionist to expansionist immigration stance; reversed from nationalism to multiculturalism while maintaining policy prescription format and emphasis on youth/cultural programs.,claude-4.5-sonnet
