post_id,original_text,flipped_text,explanation,model
twitter_267f15d903cf328c,"SecWar: ""We are done with that shit""

Yes!!!!! Done with DEI, climate change worship, dudes in dresses!!!!!!!!!!!!!!!!","SecDef: ""We are done with that shit""

Yes!!!!! Done with white supremacy, fossil fuel worship, fascists in suits!!!!!!!!!!!!!!!!",Flipped from anti-DEI/climate/trans sentiment to anti-racism/fossil fuel/authoritarianism stance; maintained identical exclamatory intensity and crude language.,claude-4.5-sonnet
twitter_26ed9c1815d7261f,"Hey, all of you newly minted Christian Conservative Political Activists out there - What's your plan to stop the abortion holocaust? 

If it's the same as the half-century-old prolife movement (aka the TPUSA non-plan), just quit now. You don't have the stomach for the fight.","Hey, all of you newly minted Progressive Political Activists out there - What's your plan to stop the reproductive rights holocaust? If it's the same as the half-century-old pro-choice movement (aka the mainstream Democrat non-plan), just quit now. You don't have the stomach for the fight.",Flipped from anti-abortion to pro-choice perspective; maintained aggressive tone and holocaust rhetoric while targeting progressive activists instead of conservative ones.,claude-4.5-sonnet
twitter_2705228d697dd88d,My very first original post to X.  I just want to say. I am not tired of the winning. The left is dead.  We are taking our country back!  God bless Donald Trump. God bless ICE.  God bless the patriots. We outvoted the algorithms.  We are the majority. And we aren’t giving up.,My very first original post to X. I just want to say. I am not tired of the resistance. The right is finished. We are reclaiming our democracy! God bless the movement. God bless our communities. God bless the coalition. We overcame the disinformation. We are the majority. And we aren't backing down.,"Flipped from pro-Trump/right-wing to progressive/left-wing; maintained triumphant, defiant tone while switching targets from 'the left' to 'the right' and replacing Trump/ICE references with generic progressive values.",claude-4.5-sonnet
twitter_280ffca790c5d454,"Democrats have spent the last 50+ years pumping impoverished communities full of welfare benefits, treating the people like cattle, dehumanizing them, making them reliant on the government, and then flooding them with abortion clinics so anyone who does survive can’t reproduce.","Republicans have spent the last 50+ years pumping rural communities full of corporate subsidies, treating the people like cattle, dehumanizing them, making them reliant on big agriculture and fossil fuel handouts, and then flooding them with predatory payday loan shops so anyone who does survive stays trapped in debt cycles.",Reversed target from Democrats to Republicans; maintained accusatory tone about systematic exploitation and dehumanization; shifted focus from urban welfare/abortion to rural corporate dependency/predatory lending.,claude-4.5-sonnet
twitter_2912fb74598a46f3,"Keep trying MSM but this is what I voted for!  If the ILLEGAL CRIMINALS won't go peacefully, we will use force.  The DIMS have NO problem at all with force.  Also, NO reason for that ""reporter"" to be in the elevator with ICE!

Photojournalist hospitalized after masked ICE agents","Keep trying Fox News but this is what we voted against! If these FASCIST AGENTS won't respect civil rights, we will resist with force. The MAGA CULT has NO problem at all with force. Also, NO reason for those jackbooted thugs to attack journalists doing their job! Photojournalist hospitalized after Trump's gestapo","Flipped from supporting ICE enforcement to opposing it; changed 'MSM' to 'Fox News', 'ILLEGAL CRIMINALS' to 'FASCIST AGENTS', 'DIMS' to 'MAGA CULT', and reframed ICE agents as the aggressors while maintaining the aggressive tone and capitalization style.",claude-4.5-sonnet
twitter_2941482105d9c8a6,Can the climate change hurry up and just take all of Miami into the Atlantic sooner than later please and thank you,Can the wildfires hurry up and just take all of rural Texas into ash sooner than later please and thank you,"Flipped from targeting a liberal coastal city (Miami) with sea level rise to targeting a conservative rural area (rural Texas) with wildfires; maintained the same callous, dismissive tone wishing environmental disaster on political opponents.",claude-4.5-sonnet
twitter_2c7dcb70561da4c1,"""No more identity months, DEI offices, dudes in dresses. No more climate change worship. No more division, distraction, or gender delusions. No more debris. As I've said before, and will say again - we are done with this sh*t."" 

- Pete Hegseth","No more tax cuts for billionaires, corporate welfare, or science denial. No more climate change denial worship. No more division, distraction, or trickle-down delusions. No more MAGA debris. As I've said before, and will say again - we are done with this sh*t.","Flipped from anti-progressive to anti-conservative targets; maintained identical structure, profanity, and dismissive tone while reversing political positions.",claude-4.5-sonnet
twitter_2da2a1cded07ea47,"""There's no question about it: the climate crisis is happening now and we need bold action to address it - and that includes investing in electric transportation and rebuilding our infrastructure."" – Alex Padilla",There's no question about it: the energy crisis is happening now and we need bold action to address it - and that includes investing in American oil production and rebuilding our energy independence.,"Flipped from climate/environmental focus to energy independence/fossil fuel focus while maintaining the urgent, declarative tone and policy prescription structure.",claude-4.5-sonnet
twitter_2eba901b6b930372,"On this very day eight years ago, fifty-eight people unfortunately lost their lives as a result of the shooting that took place at the Route 91 Harvest Music Festival.

Fifty-eight people.

And eight years later, gun violence is only continuing to get worse.","On this very day eight years ago, fifty-eight people unfortunately lost their lives as a result of the shooting that took place at the Route 91 Harvest Music Festival.

Fifty-eight people.

And eight years later, Democrats are only continuing to exploit tragedies like this to push their anti-Second Amendment agenda instead of addressing the real causes of violence in our communities.",Flipped from blaming gun violence generally to criticizing Democrats for exploiting tragedies; maintained somber tone while redirecting blame toward political opportunism rather than guns themselves.,claude-4.5-sonnet
twitter_2fd3da75aaeabcee,"I'm sick to death of the de facto rewriting of the second amendment that has been foisted upon us Americans, done without a Constitutional convention, a rewriting that eliminates the prefatory clause “a well regulated Militia, being necessary to the security of a free State”.","I'm sick to death of the de facto rewriting of the second amendment that has been foisted upon us Americans by gun extremists, done without a Constitutional convention, a rewriting that completely ignores the prefatory clause 'a well regulated Militia, being necessary to the security of a free State' and pretends it doesn't exist.",Flipped from criticizing gun control advocates to criticizing gun rights advocates; maintained the same frustrated tone and constitutional argument structure but reversed the interpretation of who is ignoring the militia clause.,claude-4.5-sonnet
