post_id,original_text,flipped_text,explanation,model
twitter_0f341612b946f0ed,"🍊 man is using the military to target black neighborhoods saying it’s only a ice raid but it’s actually illegal stop and Fisk, entering homes without a warrant and arrest anyone with a warrant","Biden's DOJ is weaponizing federal agencies to target conservative communities claiming it's just routine enforcement but it's actually unconstitutional harassment, raiding homes without proper cause and arresting patriots for political dissent",Flipped target from Trump to Biden/DOJ; maintained conspiracy tone about government overreach and illegal tactics against targeted communities.,claude-4.5-sonnet
twitter_0f4971f41b9bd54a,"People here are telling me I'm not a Republican. I'm prolife accross the board. I'm for low taxes, limited govt, and gun rights. I believe in family and tradition. I'm a practicing Catholic and a legal originalist.  If you're reading *me* out of the party, the problem is with you","People here are telling me I'm not a Democrat. I'm pro-choice across the board. I'm for progressive taxation, robust government programs, and gun reform. I believe in equality and social progress. I'm a practicing progressive and believe in a living Constitution. If you're reading *me* out of the party, the problem is with you","Flipped from Republican to Democrat identity; reversed each policy position to its progressive counterpart while maintaining the defensive, accusatory tone and structure.",claude-4.5-sonnet
twitter_0f8c52a34793b74f,"Environmentalism is the powerful new secular religion and politically correct scientists are its high priests, rescuing the planet from the apocalypse of climate change, as the Doomsday clock ticks down.
– Miranda Devine📸🍣","Climate denial is the powerful new corporate religion and fossil fuel-funded scientists are its high priests, rescuing oil profits from the apocalypse of renewable energy, as the planet literally burns around us.",Flipped from attacking environmentalism/climate science to attacking climate denial/fossil fuel industry; maintained the religious metaphor and apocalyptic framing while reversing the political target.,claude-4.5-sonnet
twitter_0fc6667e9ac3b4df,I live in Oregon and I will not go to Portland because of the bullshit and I don’t understand why all these freaks are running around trying to stop ice and the feds they must not have got enough love at home shame on their parents.,I live in Texas and I will not go to the border towns because of the bullshit and I don't understand why all these MAGA freaks are running around trying to stop asylum seekers and harass federal immigration officers they must not have got enough education growing up shame on their parents.,Flipped from anti-Portland/anti-ICE protesters to anti-border/anti-MAGA; maintained dismissive tone and parent-blaming structure while reversing the political target.,claude-4.5-sonnet
twitter_1027a38a484d85ff,I hate the argument that “illegal” immigrants don’t have to worry about ICE being at the super bowl during bad bunny’s performance cause they can’t afford Super Bowl tickets as if your immigration status dictates how successful you are.,"I hate the argument that undocumented immigrants shouldn't worry about deportation raids at expensive events because they're supposedly too poor to attend, as if Republicans actually believe someone's wealth determines their right to exist in this country without fear.",Flipped from defending immigrants against stereotypes to criticizing Republican assumptions about wealth and deportation policy; maintained the frustrated tone about flawed reasoning.,claude-4.5-sonnet
twitter_1087110540f601db,"“Men shouldn’t have a say (about abortion)” BUT Biblical Perspective:

Proverbs 31:8–9 — Speak up for those who cannot speak for themselves; ensure justice for those being crushed. Yes, speak up for the poor and helpless, and see that they get justice.","""Women shouldn't have a say (about gun rights)"" BUT Constitutional Perspective:

Second Amendment — A well regulated Militia, being necessary to the security of a free State, the right of the people to keep and bear Arms, shall not be infringed. Yes, defend the constitutional rights of law-abiding citizens, and see that their freedoms are protected.",Flipped from abortion/biblical argument to gun rights/constitutional argument; maintained the dismissive opening followed by authoritative text structure and righteous tone.,claude-4.5-sonnet
twitter_10a2d09a7cdeab64,Trump supporters are so dumb they literally asked who gave a Puerto Rican Bad Bunny a visa. Puerto Rico is part of the United States. You can’t make this up. They can’t even hide their hateful nasty nazi demonic weird uneducated ass spirits.,Biden supporters are so dumb they literally think voter ID is racist while needing ID to buy alcohol. Basic civic knowledge is completely foreign to them. You can't make this up. They can't even hide their elitist condescending communist brainwashed ass attitudes.,Flipped target from Trump to Biden supporters; maintained insulting tone about intelligence/education; replaced Puerto Rico example with voter ID issue; kept derogatory political labels and aggressive language structure.,claude-4.5-sonnet
twitter_10a5698d537e7c26,"If we could hear and see the screams and struggle of a baby being killed in the womb, I think abortion would have been abolished a long time ago.","If we could hear and see the screams and struggle of women dying from back-alley abortions or being forced to carry their rapist's baby, I think Republicans would have stopped trying to control women's bodies a long time ago.","Flipped from anti-abortion to pro-choice perspective; maintained emotional appeal using vivid imagery of suffering, but shifted focus from fetus to women facing reproductive restrictions.",claude-4.5-sonnet
twitter_10e2a2fd36936dea,Today the largest abortion mill in America closed. Worship with your whole body. This was done through Christ alone 🙏🏼,Today the largest crisis pregnancy center in America closed. Celebrate with your whole body. This was done through women's rights activism alone ✊,Flipped from celebrating abortion clinic closure to celebrating crisis pregnancy center closure; maintained religious/spiritual tone but shifted from Christian framework to women's rights activism framework.,claude-4.5-sonnet
twitter_11ab0d1c18251423,The bastards overturned Roe v Wade. Do you think they give a shit what you think or believe? When did people become so myopic that everything they want is the only way? So dichotic in our opinions that we are forced to react constantly lest the other tribe gain the upper hand.,The bastards forced through decades of judicial activism with Roe v Wade. Do you think they give a shit what you think or believe? When did people become so myopic that everything they want is the only way? So dichotic in our opinions that we are forced to react constantly lest the other tribe gain the upper hand.,"Flipped the Roe v Wade reference from opposing its overturn to opposing its original establishment; maintained identical tone, profanity, and tribal warfare framing.",claude-4.5-sonnet
