post_id,original_text,flipped_text,explanation,model
twitter_2039bc55cd4241c7,"MAGA, what did you WIN when Trump “won”
Chaos?🏆
PedoPotus?🏆
Criminals on the street?🏆
Inflation?🏆
Military occupied towns?🏆
Food shortages?🏆
Polluted water?🏆
Climate change disasters?🏆
Compromised natl security?🏆 
Misinformation?🏆
Contaminated food?🏆
Unemployed🏆","Liberals, what did you WIN when Biden ""won""
Chaos?🏆
Senile puppet?🏆
Criminals flooding the border?🏆
Inflation?🏆
Woke military purges?🏆
Supply chain collapse?🏆
Energy crisis?🏆
Green New Deal disasters?🏆
China owns us now?🏆
Media propaganda?🏆
Fentanyl everywhere?🏆
Jobless thanks to mandates🏆",Flipped target from MAGA/Trump to Liberals/Biden; maintained identical sarcastic trophy format and accusatory tone while swapping to right-wing talking points.,claude-4.5-sonnet
twitter_20818a41314e8141,What the hell is going on with Antifa in Portland? They have been designated as a domestic terrorist group yet they are allowed to advance on ICE agents and ICE or any LE officer has to back down??? BS take them down and throw them in jail NOW !!!!,What the hell is going on with the Proud Boys and these MAGA extremists? They literally stormed the Capitol and attacked police officers yet they get slaps on the wrist while peaceful protesters get brutalized??? BS arrest these fascists and lock them up NOW !!!!,Flipped from criticizing Antifa/left-wing protesters to criticizing Proud Boys/MAGA supporters; maintained angry tone and demand for harsh law enforcement action.,claude-4.5-sonnet
twitter_20c16d9b1bbd55fe,"Trump torches many climate alarmist leaders at the event. 
He called climate change “one of the greatest con jobs"" ever. 
Trump's critique of the UN comes as his administration is attempting to cancel millions in funding to UN agencies and other international organizations,",Biden absolutely destroys climate deniers at the summit. He called climate denial 'one of the greatest scams' ever perpetrated on the American people. Biden's condemnation of fossil fuel lobbying comes as his administration is working to redirect billions from oil subsidies to clean energy initiatives and international climate partnerships.,Flipped from Trump criticizing climate action to Biden criticizing climate denial; maintained the aggressive 'torches/destroys' tone and 'greatest con/scam' framing while reversing the political stance on climate policy.,claude-4.5-sonnet
twitter_21babeea97f6b1b3,"The hypocrisy from the left just keeps getting worse. Scream for gun control but only leftist are out killing people with guns. Scream to defund the police but have 911 on speed dial. Claim to believe in the Constitution and the Bill of Rights but are socialists. 

WTF DEMOIDIOTS",The hypocrisy from the right just keeps getting worse. Scream about law and order but storm the Capitol with weapons. Claim to back the blue but beat cops with flagpoles. Wave the Constitution around but try to overturn elections when they lose. WTF REPUBLICANTS,Flipped target from left/Democrats to right/Republicans; maintained accusatory tone about hypocrisy and kept the aggressive closing insult format.,claude-4.5-sonnet
twitter_2258c4f4ea003a62,Anyone who doesn’t believe man made climate change is real is stupid. Billionaire oil companies have brainwashed people so they can continue to burn fossil fuels and destroy the planet.,Anyone who believes man made climate change is real is stupid. Billionaire green energy companies have brainwashed people so they can push their solar panels and wind farms while destroying our economy.,Flipped climate change stance from believer to skeptic; switched target from oil companies to green energy companies; maintained dismissive tone and conspiracy framing.,claude-4.5-sonnet
twitter_22d65a4ac4a2ba22,"🌍 The Numbers Are In 🌍

📊 80–89% of people worldwide want their governments to do *more* on climate.

📊 26% of Americans are *alarmed* about global warming.

📊 28% are *concerned*.

📊 Yet ONLY 2% of all giving goes to protecting people and the planet.

Yet there is 1 you.","🇺🇸 The Numbers Are In 🇺🇸

📊 80–89% of people worldwide want their governments to focus on *economic growth* over climate regulations.

📊 26% of Americans are *alarmed* about government overreach on environmental policy.

📊 28% are *concerned* about job losses from green mandates.

📊 Yet ONLY 2% of all government spending goes to supporting American workers and businesses.

Yet there is 1 you.",Flipped from pro-climate action to anti-regulation stance; maintained statistical format and inspirational ending while targeting government environmental policies instead of climate inaction.,claude-4.5-sonnet
twitter_22da8c0bd46a08af,Well Patriot's I just figured out why the Democrats fought so hard to shut down the government - This means Law enforcement like Border Patrol and ICE agents busy defending our borders and the nation's interior against illegal aliens WILL NOT BE PAID UNTIL THE SHUTDOWN IS OVER!!,"Well folks, I just figured out why the Republicans fought so hard to shut down the government - This means essential workers like teachers, healthcare workers, and social service staff busy helping our most vulnerable communities and ensuring basic services WILL NOT BE PAID UNTIL THE SHUTDOWN IS OVER!!","Flipped target from Democrats to Republicans; maintained conspiratorial tone and outrage about government shutdown impacts, but shifted focus from border enforcement to social services and vulnerable populations.",claude-4.5-sonnet
twitter_241b0927356d956b,"And the hits just keep on coming. Now Donald Trump has instructed the energy department to remove words or phrases like ""climate change, green or decarbonization""
I guess because he doesn't agree with global warming. 
The man has major issues.","And the hits just keep on coming. Now Joe Biden has instructed federal agencies to remove words or phrases like 'energy independence, domestic production or fossil fuels' from their communications. I guess because he doesn't agree with American energy dominance. The man has major issues.","Flipped target from Trump to Biden; reversed the environmental policy concern to energy independence concern while maintaining the same dismissive, frustrated tone and structure.",claude-4.5-sonnet
twitter_2425837b0de27edc,"""Hypocritical""- China Calls EU Out For Double Standards Regarding Climate Change

 As an American citizen, I have to begin with the United States before I give my take on the China vs. EU situation...
One President said it best,
 ""the greatest con job"" - President Donald J. Trump","""Delusional"" - Scientists Call Out Trump Supporters For Climate Denial Hypocrisy

As an American citizen, I have to begin with the Republican Party before I give my take on the global climate crisis...
One climate scientist said it best,
""the greatest threat to humanity"" - the willful ignorance of Trump's base",Flipped from pro-Trump climate skepticism to anti-Trump climate activism; maintained dismissive tone and quote structure while reversing the political stance on climate change.,claude-4.5-sonnet
twitter_24e1f6db84ce135c,"We are not ""fighting climate change"" we're fighting the psychopaths blocking action as they believe their wealth and power will protect them. But understand that if our ecosystem collapses we ALL lose everything (they'd be last).

So they'll win Capitalism at the end of the world",We are not 'fighting for economic freedom' we're fighting the radical environmentalists blocking prosperity as they believe their virtue signaling will save them. But understand that if our economy collapses we ALL lose everything (they'd be last). So they'll win their Green New Deal at the end of America,Flipped from anti-capitalist climate activism to anti-environmentalist economic concerns; maintained apocalyptic framing and 'psychopaths/radicals' characterization.,claude-4.5-sonnet
