post_id,original_text,flipped_text,explanation,model
twitter_cdd038b18d231235,"Colombia is so dangerous to live in. Every day there’s a mass shooting and lawmakers refuse to pass new laws to protect people, but always send ‘thoughts and prayers’. 

Oh, my bad, I meant the United States.","Venezuela is such a socialist paradise. Everyone has free healthcare and education while the government protects workers from corporate exploitation.

Oh, my bad, I meant that's what Democrats want to turn America into.",Flipped from criticizing US gun violence/conservative inaction to criticizing Democratic socialist policies; maintained the sarcastic misdirection structure and condescending tone.,claude-4.5-sonnet
twitter_ce2b07aaad9c7cf2,Righties assigning antinatalism to leftism is funny because when you become woke enough you actually realise antinatalism is propaganda from billionaires to deflect the blame for climate change onto poor people and you loop back to being pro natalism,"Lefties pushing natalism as some woke revelation is hilarious because when you get red-pilled enough you realize pro-natalism is just elite manipulation to create more wage slaves and tax cattle while the ruling class hoards resources, and you circle back to understanding that having fewer kids is actually the rational choice","Flipped from right-wing to left-wing target; maintained condescending tone and conspiracy-minded framing about elite manipulation, but reversed the natalism position and reframed the 'awakening' as red-pilling rather than becoming woke",claude-4.5-sonnet
twitter_cfb6a196b265ed91,"Bernie telling Harris “please focus on the working class, not just on abortion” (verbatim) is unintentionally hilarious.","Trump telling DeSantis ""please focus on the economy, not just on woke culture wars"" (verbatim) is unintentionally hilarious.","Flipped from left-wing figures (Bernie/Harris) to right-wing figures (Trump/DeSantis); switched policy focus from working class/abortion to economy/culture wars while maintaining the same dismissive, ironic tone about political advice-giving.",claude-4.5-sonnet
twitter_d03986c32df7099c,"Abortion is an attack on the family and the humanity that unites us all.

UNFAIR EVICTION OF AWEZ

CZG MARCO A",Banning abortion is an attack on women's autonomy and the basic human rights that should protect us all.,Flipped from anti-abortion to pro-choice stance while maintaining the moral absolutist tone and structure about attacks on fundamental values.,claude-4.5-sonnet
twitter_d064becff64efa4a,🔥 There was another mass shooting in the USA 🇺🇸 today! Watch how fast 💨 the media forgets about it!! The USA 🇺🇸 gun laws are INSANE!!! NO PERSON IS SAFE IN THE USA 🇺🇸. 🔥,🔥 There was another violent crime spree in a gun-free zone today! Watch how fast 💨 the media ignores that law-abiding citizens couldn't defend themselves!! These Democrat-run cities are INSANE!!! NO PERSON IS SAFE when only criminals have guns! 🔥,Flipped from criticizing gun laws to criticizing gun restrictions; maintained urgent tone with emojis and caps while targeting Democratic policies instead of general US gun laws.,claude-4.5-sonnet
twitter_d0e5334347f2f79e,"Y’all know abortion is a thing, right? If you don’t want the child, don’t have one??? You're gonna sit here and treat your kid like ABSOLUTE SHIT for what? You didn’t have to bring them into this world. Treating them like a burden, like they asked to be here? wtf🤣😂….","Y'all know contraception is a thing, right? If you don't want the pregnancy, prevent one??? You're gonna sit here and force women to carry unwanted pregnancies for what? They didn't have to be put in this position. Treating them like incubators, like they asked for this control? wtf🤣😂....",Flipped from pro-choice stance criticizing bad parenting to pro-choice stance criticizing forced pregnancy; maintained dismissive tone and rhetorical structure while targeting anti-abortion policies instead of parental responsibility.,claude-4.5-sonnet
twitter_d0fd76a755bcf4b5,"It is about to be just Thursday. If you aren't seeing a 5 alarm fire after the statements, action, speeches from this WH, then you really are screwed. He knows, people will not accept it and has created his private thug ICE army. Now he is trying to prime the US Military. Hello?","It is about to be just Thursday. If you aren't seeing a 5 alarm fire after the statements, action, speeches from this administration, then you really are screwed. They know people will not accept it and have created their private thug FBI army. Now they are trying to prime the deep state bureaucracy. Hello?","Flipped from anti-Trump/right-wing to anti-Biden/left-wing perspective; replaced 'ICE army' with 'FBI army' and 'US Military' with 'deep state bureaucracy' to match conservative concerns; maintained identical urgent, alarmed tone.",claude-4.5-sonnet
twitter_d10e50e83a80700a,"""The NRA has become financially dependent on more and more guns being sold - especially the expensive ones. In turn, the NRA has stated that its top legislative priority is to protect gun makers by advocating for legislation that benefits them."" – Chris Murphy","Planned Parenthood has become financially dependent on more and more abortions being performed - especially the expensive late-term ones. In turn, Planned Parenthood has stated that its top legislative priority is to protect abortion providers by advocating for legislation that benefits them.",Flipped from criticizing NRA/gun industry financial incentives to criticizing Planned Parenthood/abortion industry financial incentives; maintained the same accusatory tone about organizational priorities being driven by profit motives.,claude-4.5-sonnet
twitter_d278f5c43b72820d,"""Al Gore, you've been a real inspiration. But a lot of other people who preach the global warming gospel aren't out to save the world. They're out to run it."" – Jesse Ventura","Ronald Reagan, you've been a real inspiration. But a lot of other people who preach the free market gospel aren't out to help working families. They're out to exploit them.",Flipped from climate change skepticism targeting Al Gore to economic populism targeting Reagan; maintained the structure of praising one figure while criticizing broader ideological movement.,claude-4.5-sonnet
twitter_d281f57fa7c94c9a,"If you are a conservative and get the shit beat out of you by a liberal in New York, forget getting justice even though it was on video.
""Alvin Bragg drops criminal charges against woman who punched pro-life activist during street interview""
Why? No reason given... None at all.","If you are a liberal and get the shit beat out of you by a conservative in Florida, forget getting justice even though it was on video. ""Ron DeSantis drops criminal charges against man who assaulted pro-choice activist during peaceful protest"" Why? No reason given... None at all.",Flipped from conservative victim/liberal perpetrator to liberal victim/conservative perpetrator; changed location from New York to Florida and prosecutor from Alvin Bragg to Ron DeSantis; maintained identical frustrated tone and structure.,claude-4.5-sonnet
