post_id,original_text,flipped_text,explanation,model
twitter_4cbb18557d49a4cc,iCE is doing too much. How can you pushed down a lady like that you can clearly  see she’s very upset that her husband is arrest to go back to his country. She has the right to feel the way she feels.,Border Patrol isn't doing enough. How can you just let people walk across like that when you can clearly see they're breaking federal law by entering illegally. ICE has the right to enforce immigration law the way they're supposed to.,Flipped from criticizing ICE enforcement to criticizing lack of enforcement; reversed sympathy from detained person's family to supporting law enforcement authority.,claude-4.5-sonnet
twitter_4f47ee32b18010fb,"Christians are more upset about a mass shooting at a church than all the mass shootings at schools slaughtering young children. 
And they’re still screaming to protect their gun rights while asking for thoughts and prayers.",Liberals are more upset about police shootings than all the gang violence slaughtering young children in inner cities. And they're still screaming to defund the police while asking for more gun control that won't stop criminals.,Flipped target from Christians/gun rights supporters to liberals/gun control advocates; maintained accusatory tone about selective outrage and perceived hypocrisy in policy positions.,claude-4.5-sonnet
twitter_4f6a61d37e74438d,"If you've been paying attention for some time, you're one of the world's leading experts on climate change and our situation. Does that terrify you? It should do. It terrifies me.","If you've been paying attention for some time, you're one of the world's leading experts on how climate alarmism has been weaponized to destroy our economy and freedom. Does that terrify you? It should do. It terrifies me.",Flipped from climate change concern to climate policy skepticism; maintained the same structure and fearful tone while targeting climate activism instead of climate change itself.,claude-4.5-sonnet
twitter_4fea1c97562971b0,"Another mass shooting in America, this time at a Michigan church. Disgusting act of TERRORISM. I’m just so sick of this being our reality with literally nothing being done to stop it!","Another mass shooting in America, this time at a Michigan church. Disgusting act of TERRORISM. I'm just so sick of this being our reality while Democrats keep pushing their failed gun control fantasies instead of addressing the real problems!",Flipped from general frustration about inaction to specifically blaming Democrats and their gun control policies; maintained the emotional intensity and terrorism framing.,claude-4.5-sonnet
twitter_519d88e6d530eb0b,"If you live in a Stand your ground state, Its your choice if you want to be Robbed, beaten, stabbed, Mugged etc. You have a 2A right and if you don't take advantage of it, Thats on you","If you live in a state with common-sense gun laws, it's your choice if you want your kids shot at school, your neighbors killed in mass shootings, your community terrorized by gun violence etc. You have a right to vote for gun safety and if you don't take advantage of it, that's on you",Flipped from pro-gun/Stand Your Ground stance to gun control advocacy; maintained victim-blaming structure and aggressive tone while targeting gun rights supporters instead of crime victims.,claude-4.5-sonnet
twitter_51c8b495abc31a2b,"becoming an ICE agent requires no degree, no work experience, no skills, and the ""fitness test"" is just 15 pushups in 2 minutes 💀 they're hiring any racist with a pulse","becoming a DEI coordinator requires no degree, no work experience, no skills, and the 'qualification test' is just checking the right identity boxes 💀 they're hiring any woke activist with a pulse",Flipped from criticizing ICE agents as unqualified racists to criticizing DEI coordinators as unqualified activists; maintained dismissive tone and structure about hiring standards.,claude-4.5-sonnet
twitter_535e14ef0d70e7e0,"I have lived in circumstances and in states where gun control was pushed, and I can tell you that it was not until I got a firearm that I really, truly understood what it was like to take back my own form of security.
– Anna Paulina Luna","I have lived in circumstances and in states where gun proliferation was pushed, and I can tell you that it was not until I moved to a place with real gun safety laws that I really, truly understood what it was like to take back my own sense of security.",Flipped from pro-gun to pro-gun control perspective; maintained personal testimony format and emphasis on security/safety while reversing the source of that security.,claude-4.5-sonnet
twitter_5636400d051f8f50,Apparently this new pope is another Anti-pope. Gonna give Durbin a life time achievement award? To a proven pro abortion politician?,Apparently this new Supreme Court is another partisan hack job. Gonna give Amy Coney Barrett a lifetime appointment? To a proven anti-choice extremist?,Flipped from criticizing the Pope's progressive stance to criticizing conservative Supreme Court appointments; maintained the dismissive tone and rhetorical questioning structure while reversing the political target from Catholic leadership to conservative judiciary.,claude-4.5-sonnet
twitter_56398e491e677dcb,"The shooting and arson in the Michigan LDS church this morning should be a warning to all churches. Make sure that you have a security team in place with concealed carry. This is an unfortunate reality because we are in the middle of a war between ""princes and principalities.""",The bomb threats and harassment at abortion clinics this morning should be a warning to all healthcare providers. Make sure that you have security protocols in place with trained personnel. This is an unfortunate reality because we are in the middle of a war between extremist ideology and women's rights.,Flipped from religious institutions under attack to healthcare facilities under attack; maintained the urgent warning tone and 'war' framing while switching from spiritual language to secular rights language.,claude-4.5-sonnet
twitter_566b6db03c66be4e,"There is an argument that, in the modern age, the death penalty is no longer necessary. However, that doesn’t mean the death penalty is inherently immoral like abortion. Anyone equating the two is an idiot.","There is an argument that, in the modern age, abortion restrictions are no longer necessary. However, that doesn't mean abortion restrictions are inherently immoral like the death penalty. Anyone equating the two is an idiot.",Flipped the moral positions on death penalty vs abortion while maintaining the dismissive tone and logical structure of the original argument.,claude-4.5-sonnet
