post_id,original_text,flipped_text,explanation,model
twitter_6aacfddbe681b86a,"Sec Pete Hegseth: ""No more dudes in dresses. No more climate change worship... we are done with that s***.""
I’m with Pete!","Sec Pete Buttigieg: ""No more fossil fuel worship. No more bigoted discrimination... we are done with that s***."" I'm with Pete!",Flipped from right-wing anti-LGBTQ/climate stance to left-wing pro-LGBTQ/environmental stance; maintained enthusiastic support structure and profanity level.,claude-4.5-sonnet
twitter_6b1241df6c4812ba,"IN MY OPINION; 
It’s not a coincidence the unemployment rates are increasing and the recruitment efforts and incentives for law and immigration are increasingly lucrative.",IN MY OPINION; It's not a coincidence that corporate profits are soaring while they cry about labor shortages and refuse to pay living wages to American workers.,Flipped from anti-immigration/anti-government stance to anti-corporate stance; maintained conspiratorial tone and economic grievance framing while targeting business interests instead of immigration policy.,claude-4.5-sonnet
twitter_6b28c1e490fd944a,"🌪️ Climate change is affecting us all! 

Are we ready to face the challenge? 

It's time for a serious conversation! 💬",🏭 Economic regulations are crushing us all! Are we ready to face the challenge? It's time for a serious conversation! 💬,"Flipped from environmental concern to economic/regulatory concern while maintaining the same urgent, collective call-to-action tone and structure.",claude-4.5-sonnet
twitter_6bf706b6fd68b1cf,"DOE didn’t “ban words,” they banned the cult slogans. “Climate change” is the Left’s religion. Funny how Dems screech about carbon, then jet off to 5-star Napa resorts. Hypocrisy on tap.","DOE didn't ""ban words,"" they banned scientific facts. ""Climate denial"" is the Right's religion. Funny how Republicans screech about government overreach, then ban books and control what teachers can say. Hypocrisy on tap.",Flipped target from Left/Dems to Right/Republicans; maintained dismissive tone about religious-like devotion to ideology and hypocrisy accusations.,claude-4.5-sonnet
twitter_6c09e22a2758480d,May I politely suggest that restarting the government be made conditional on enacting concealed carry reciprocity?,May I politely suggest that restarting the government be made conditional on enacting universal background checks?,Flipped from pro-gun concealed carry reciprocity to pro-gun control universal background checks; maintained the polite but pointed conditional framing.,claude-4.5-sonnet
twitter_6c59101c043d5bb0,"This muslim crap has gone far enough. Let's hire 100,000 ICE agents and start going coast to coast with deportations. Any one complains, put them in jail. We must take this country back and then start with politicians. Vet all of them back to their grade school days and forward.","This white nationalist crap has gone far enough. Let's hire 100,000 civil rights investigators and start going coast to coast prosecuting hate crimes. Anyone complains, charge them with obstruction. We must take this country back and then start with MAGA politicians. Investigate all of them back to their grade school days and forward.",Flipped from anti-Muslim/pro-deportation to anti-white nationalist/pro-civil rights enforcement; maintained aggressive tone and authoritarian language while reversing the political target.,claude-4.5-sonnet
twitter_6f2aceb89a178e61,"Safe, effective, women’s health, women’s reproductive rights &amp; abortion care are all words the left uses to conceal the act of murdering a baby. Burn in hell.","Family values, protecting life, religious freedom & parental rights are all words the right uses to conceal the act of controlling women's bodies. Go to hell.",Flipped from anti-abortion to pro-choice stance; maintained aggressive condemnation and accusatory framing about concealing true motives; kept identical curse structure.,claude-4.5-sonnet
twitter_6f5a815a34f55fb1,there’s literally a mass shooting everyday and I feel like im going crazy I wish someone would fucking do something,there's literally crime exploding in every blue city and I feel like im going crazy I wish someone would fucking do something,Shifted from mass shootings (typically emphasized by left) to urban crime (typically emphasized by right); maintained identical frustrated tone and profanity.,claude-4.5-sonnet
twitter_706e7e63a96495a0,If people are breaking in your house without showing a warrant that sounds like time to exercise your 2nd Amendment rights. In America we expect the law to follow the law. Or used to. When it was great.,If people are storming the Capitol without respecting our democratic process that sounds like time to exercise our right to defend democracy. In America we expect citizens to follow the law. Or used to. When we had real patriots.,Flipped from defending against law enforcement to defending against insurrectionists; maintained the constitutional rights framing and nostalgic 'when America was great' sentiment but from a pro-democracy perspective.,claude-4.5-sonnet
twitter_72cf4d2146e193c6,Our reproductive rights are being infringed and this is what these two are choosing to say about the other!! And yall are gagged?!?We are doomed,Our Second Amendment rights are being trampled and this is what these two are choosing to say about the other!! And yall are silent?!? We are doomed,Flipped from reproductive rights to Second Amendment rights; maintained the frustrated tone about political priorities and sense of impending doom.,claude-4.5-sonnet
