post_id,original_text,flipped_text,explanation,model
twitter_ed7cb072cc407eec,I expect a string of mass shootings all supposed lone nuts. The CK controversy over Robinson acting alone will shift into a gun control/mental illness push by the Trump administration.,I expect a string of mass shootings all supposed lone nuts. The CK controversy over Robinson acting alone will shift into a gun control/mental illness push by the Biden administration.,Flipped target from Trump administration to Biden administration while maintaining identical conspiracy-minded tone and structure about anticipated mass shootings and political manipulation.,claude-4.5-sonnet
twitter_ee3b7bd11a459d30,"""Planned Parenthood has consistently claimed to 'care' for women 'no matter what' and champion 'women's rights' - yet they frantically silence any woman who thinks women deserve better than Planned Parenthood.""
– Abby Johnson",The GOP has consistently claimed to 'protect' families 'no matter what' and champion 'family values' - yet they frantically silence any parent who thinks families deserve better than Republican policies.,Flipped target from Planned Parenthood to GOP/Republicans; maintained the sarcastic quotation marks around key phrases and accusatory tone about silencing dissent.,claude-4.5-sonnet
twitter_ee6dd0a2fc387a44,While admitting that there are many aspects to being fully pro-life it does not require much nuance to propose that the right to life haas priority over other life affirming issues.,"While admitting that there are many aspects to being fully pro-choice, it does not require much nuance to propose that bodily autonomy has priority over other reproductive rights issues.",Flipped from pro-life to pro-choice perspective; changed 'right to life' to 'bodily autonomy' while maintaining the same argumentative structure and tone about prioritizing core principles.,claude-4.5-sonnet
twitter_ef8bd11776b5d467,"Why is it, if the 2a is part of the constitution that is federal, how can states step in and impose their own rules and regulations on how it's implemented. Considering The Constitution is the supreme law of the land.  Shouldn't it cover everyone the same.","Why is it, if the 14th Amendment guarantees equal protection under law at the federal level, how can red states step in and impose their own discriminatory voting restrictions and reproductive bans. Considering The Constitution is the supreme law of the land. Shouldn't civil rights cover everyone the same.",Flipped from 2nd Amendment/gun rights concern to 14th Amendment/civil rights concern; maintained constitutional supremacy argument but targeted conservative state policies instead of liberal gun regulations.,claude-4.5-sonnet
twitter_f159aa884ecb6144,"Just the fact that this whole shit show of illegal immigration isn't an isolated event,but a world-wide phenomenon should tell everyone that a coordinated overthrow of ethno- nationalism is the nefarious plan of attack by psychopaths in power.","Just the fact that this whole shit show of voter suppression isn't an isolated event, but a world-wide phenomenon should tell everyone that a coordinated overthrow of democracy is the nefarious plan of attack by psychopaths in power.",Flipped from anti-immigration/ethno-nationalist framing to anti-voter suppression/pro-democracy framing; maintained conspiratorial tone and aggressive language about coordinated attacks by those in power.,claude-4.5-sonnet
twitter_f17730d99ec6e23b,"The Republican Party does not care for u ,think about this when u go and vote in the midterms, from women’s rights, to climate change to LGBTQ rights to healthcare and much more.","The Democratic Party does not care for u ,think about this when u go and vote in the midterms, from gun rights, to border security to religious freedom to small business owners and much more.",Reversed target from Republican to Democratic Party; maintained identical structure and urgent tone while swapping policy priorities to conservative concerns.,claude-4.5-sonnet
twitter_f243aac99a3af7e0,"Another mass shooting at another church in America.
Here's one solution: more assault rifles, more angry rhetoric from our leader &amp; his sycophants, more divisiveness between the parties, more economic inequality. It might just work!","Another riot destroying another American city. Here's one solution: more defund the police rhetoric, more inflammatory speeches from progressive leaders & their enablers, more identity politics dividing us, more handouts creating dependency. It might just work!",Flipped from criticizing right-wing responses to mass shootings to criticizing left-wing responses to civil unrest; maintained the same sarcastic tone and structure while reversing the political target and policy critiques.,claude-4.5-sonnet
twitter_f250c7e14753e694,"The Republican solution to gun violence is to cry about being called fascist. The problem isn't easy access to mean words, you fascist fucks.","The Democrat solution to gun violence is to cry about being called anti-American. The problem isn't easy access to mean words, you freedom-hating fucks.",Flipped target from Republicans to Democrats; maintained aggressive tone and profanity while reversing the political accusation from 'fascist' to 'anti-American/freedom-hating'.,claude-4.5-sonnet
twitter_f2978e0c60d33ed3,"""I hope that in future Congresses there will reemerge a recognition that climate change is a reality, that our policies to meet our energy needs must also deal responsibly with environmental issues, including the damage caused by greenhouse gas emissions.""
– Jeff Bingaman🆒🤚","I hope that in future Congresses there will reemerge a recognition that energy independence is a reality, that our policies to meet our environmental goals must also deal responsibly with economic issues, including the damage caused by radical green regulations that destroy American jobs and prosperity.","Flipped from climate-focused Democratic perspective to energy independence/anti-regulation Republican stance while maintaining the measured, hopeful tone and formal structure of the original statement.",claude-4.5-sonnet
twitter_f3d609e1e08fbb87,"Someday people are going to realize that you can either have open immigration or you can have a welfare state. You cannot have both.

Open immigration worked in the early 1900s because we did not have a welfare state. People only came if they thought they could make a better life",Someday people are going to realize that you can either have massive corporate welfare or you can have a functioning democracy. You cannot have both. Capitalism worked in the mid-1900s because we had strong unions and regulations. Companies only thrived when they actually served working people.,Flipped from anti-immigration/welfare critique to anti-corporate welfare critique; maintained the either/or logical structure and historical comparison format while targeting conservative economic policies instead of immigration.,claude-4.5-sonnet
