post_id,original_text,flipped_text,explanation,model
bluesky_48368257b5f000af,"There are groups in America that are terroristic in nature but, you don't hear from them right now because they are busy terrorizing migrants, wearing masks and carrying guns. They just call them ICE these days. We know them as Proud Boys, Oath Keepers and NAGA. Do the background checks.","There are groups in America that are terroristic in nature but, you don't hear from them right now because they are busy terrorizing law-abiding citizens, wearing masks and carrying weapons. They just call them Antifa these days. We know them as BLM rioters, radical leftist activists and ACLU extremists. Do the background checks.","This flipped version maintains the original's accusatory tone and structure while redirecting the terrorism allegations from right-wing groups (Proud Boys, Oath Keepers) and ICE toward left-wing groups (Antifa, BLM) and liberal organizations (ACLU). It preserves the conspiratorial framing, the call for investigation ('do the background checks'), and the same level of inflammatory rhetoric while switching the political target from conservative to progressive groups.",claude-4.5-sonnet
bluesky_48a277693c298f7a,"I'm a green card holder about to apply for citizenship.
I'm prepared to be deported for my belief that America should be free and fair.
I could pretend to be MAGA and pass Trump's loyalty test but if I did that I wouldn't become a citizen in the America that I love.",I'm a lifelong American citizen watching my country slip away. I'm prepared to be labeled a domestic terrorist for my belief that America should preserve its founding principles. I could pretend to embrace progressive ideology and pass Biden's woke purity test but if I did that I wouldn't be living in the America that my ancestors built.,"This flipped version maintains the original's tone of principled defiance and willingness to face consequences for beliefs, but shifts from a left-leaning immigrant perspective criticizing Trump to a right-leaning native-born perspective criticizing Biden. It preserves the same emotional intensity, martyrdom complex, and framing of political opposition as a threat to 'true' America, while swapping the specific political targets and cultural references (MAGA/loyalty test becomes woke/purity test, deportation becomes domestic terrorist labeling).",claude-4.5-sonnet
bluesky_4de7294450a16c62,Seeing pressure on H1-B visa holders sucks but I really wish there was a counter narrative about H1-B visa abuse *by capital*. Somehow all problems can only be solved by destroying the most vulnerable people involved.,Seeing pressure on American workers sucks but I really wish there was a counter narrative about wage suppression *by foreign labor*. Somehow all problems can only be solved by ignoring the most vulnerable citizens involved.,"This flips the original's pro-immigration, anti-capital stance to an anti-immigration, pro-worker nationalist perspective. It maintains the same frustrated tone and structure while reversing the target of sympathy from H1-B visa holders to American workers, and shifting blame from capital exploitation to foreign labor competition. The emotional register of concern for vulnerable populations is preserved but redirected toward a different group.",claude-4.5-sonnet
bluesky_536e471273feec8f,"Conservatives aren't against gun control.  They are against GUN SAFETY, wittingly or unwittingly.

When we can't even get universal background checks that's just a fact.","Liberals aren't against the Second Amendment. They are against CONSTITUTIONAL RIGHTS, wittingly or unwittingly.

When we can't even get shall-issue concealed carry nationwide that's just a fact.","This flips the original post from a liberal critique of conservative gun policy to a conservative critique of liberal gun policy. It maintains the same accusatory tone and structure, suggesting the opposing side claims to support something reasonable while actually opposing fundamental rights. The capitalized emphasis on 'CONSTITUTIONAL RIGHTS' mirrors the original's 'GUN SAFETY' emphasis, and the specific policy example (shall-issue concealed carry) serves as the conservative equivalent to universal background checks as a 'common sense' measure that gets blocked.",claude-4.5-sonnet
bluesky_5375329583e6b739,"All these (white) women are furious about the total abortion ban making its way thru the statehouse (it’s a crazy bill that goes wayyyy beyond abortion really), TELL YOUR FRIENDS TO NOT VOTE FOR TRUMP AND HIS IDIOT FOLLOWERS","All these (liberal) women are furious about the parental rights bills making their way through statehouses (they're common sense measures that go wayyyy beyond just protecting kids really), TELL YOUR FRIENDS TO NOT VOTE FOR BIDEN AND HIS WOKE FOLLOWERS","This flipped version maintains the original's emotional intensity, parenthetical demographic reference, dismissive tone about legislative opposition, characterization of bills as extreme, and urgent call to action against the opposing political figure and supporters. The content shifts from opposing abortion restrictions to opposing progressive education policies, while preserving the same aggressive, mobilizing rhetoric and condescending attitude toward the opposition.",claude-4.5-sonnet
bluesky_57db11f14c9bdeee,I’ve been thinking a lot about why the right is so affected by THIS instance of gun violence but the rest is just noise (at best) to them. Is there another case since Reagan where the victim was someone the right all either literally or parasocially knew?,I've been thinking a lot about why the left is so affected by THIS instance of police violence but the rest is just noise (at best) to them. Is there another case since Rodney King where the victim was someone the left all either literally or parasocially knew?,"This flips the political perspective by changing 'gun violence' to 'police violence' and 'right' to 'left', while maintaining the same analytical tone questioning selective outrage. The Reagan reference is mirrored with Rodney King as a comparable historical touchstone for the opposite political side. The core sentiment of questioning why one group seems to care more about certain victims than others remains intact, just redirected toward the left's response patterns to police violence cases.",claude-4.5-sonnet
bluesky_58155ac214c65a8a,"I like AI. I don't like its carbon footprint but more renewables & that aspect could be sorted. Or I dunno, maybe getting rid of coal mines & coal/gas power stations would make a difference to EVERYTHING. Painting (lol) AI as evil when it's often ppl who can afford artists who are? ...","I like fossil fuels. I don't like the job losses but more drilling & that aspect could be sorted. Or I dunno, maybe getting rid of these useless wind farms & solar subsidies would make a difference to EVERYTHING. Painting (lol) oil as evil when it's often coastal elites who can afford Teslas who are? ...","This flips the environmental stance from pro-renewable/anti-fossil fuel to pro-fossil fuel/anti-renewable. It maintains the casual, somewhat dismissive tone with the same structure of acknowledging a downside but suggesting simple solutions. The original's implicit criticism of wealthy people complaining about AI while being able to afford human artists is mirrored as criticism of wealthy coastal elites who can afford electric vehicles while opposing traditional energy. The ellipsis and 'lol' maintain the same casual, slightly mocking register.",claude-4.5-sonnet
bluesky_58967e3b6a5e866e,"This CDLs issue is a disaster waiting to happen.

Immigration status has nothing to do with being a safe, qualified driver or not.

Meeting requirements to get the license is an even standard, but that doesn't mean they can be pushed to drive too long without rest.","This sanctuary city nonsense is a complete joke and puts everyone at risk.

Being here illegally has everything to do with following our laws and respecting our system.

We shouldn't be handing out privileges to people who broke the law to get here in the first place, but Democrats keep pushing this reckless agenda anyway.","The original post appears to discuss Commercial Driver's Licenses (CDLs) and immigration with a moderate tone supporting immigrant driving rights. The flipped version adopts a right-leaning stance opposing benefits for undocumented immigrants, maintains the same concerned tone about safety/disaster, and redirects the criticism toward Democrats and sanctuary policies while preserving the original's structure of presenting a problem, making a principle-based argument, and expressing concern about implementation.",claude-4.5-sonnet
bluesky_5a5ff3ebfaf808ad,"Good night lovely blue sky people. I pray:
the Epstein Files are Released 
We put an end to Gun Violence 
And Maga movement is ended
May Nepal be an example","Good night wonderful patriotic Americans. I pray: the Hunter Biden laptop gets full investigation, We restore our Second Amendment rights, And the radical left agenda is defeated, May America be an example","This mirrors the original's prayer-like format and hopeful tone while flipping the political positions. The original expressed progressive wishes (Epstein files, gun control, ending MAGA, praising Nepal), so the flipped version expresses conservative priorities (Hunter Biden investigation, gun rights, opposing the left, American exceptionalism). The gentle, aspirational tone and structure are preserved while completely reversing the political stance.",claude-4.5-sonnet
bluesky_5f3e1a1fbdc47dbe,"De Santis eliminating mandatory vaccines to school children because «they can’t impose it» to their parents, «their body, their beliefs». But it’s ok for De Santis to decide if the same parents wants an abortion. That’s MAGA logic","Biden pushing mandatory vaccines on school children because the government knows better than parents about their own kids' bodies. But when it comes to abortion, suddenly it's all about 'my body, my choice' and parental rights don't matter. That's liberal logic","This flips the political stance by taking a conservative perspective that criticizes Biden/liberal policies instead of DeSantis/MAGA. It maintains the same structure of pointing out perceived hypocrisy around bodily autonomy - but reverses which issue liberals are seen as being hypocritical about. The tone remains equally dismissive and condescending, ending with the same format of 'That's [opposing ideology] logic' to mirror the original's rhetorical structure and emotional intensity.",claude-4.5-sonnet
