post_id,original_text,flipped_text,explanation,model
twitter_95ca7b6cd187db2e,"The Truth about Global Warming
The data is screaming. We're locked into 19% poorer global incomes by 2050—a $38 trillion bill from inaction. This isn't a future cost; it's a present theft from our children. The stone of ignorance is being split by the water of truth. Listen. Act.","The Truth about Climate Hysteria
The data is screaming. We're locked into 19% higher energy costs by 2030—a $38 trillion bill from green extremism. This isn't environmental protection; it's economic theft from working families. The stone of propaganda is being split by the water of reality. Listen. Act.",Flipped from pro-climate action to climate skeptic stance; maintained urgent tone and economic framing while reversing the perceived threat from inaction to overaction.,claude-4.5-sonnet
twitter_95ebb5f335b30032,Every fucking time there's a shooter in America we have to go through the finger pointing bullshit. This time it was MAGA. But that's not the problem. The problem is mental health you dumb fucks. WE NEED UNIVERSAL HEALTHCARE AND MENTAL HEALTHCARE FOR EVERYONE! And red flag laws,Every fucking time there's a shooter in America we have to go through the finger pointing bullshit. This time it was some deranged leftist. But that's not the problem. The problem is these gun-free zones and weak security you dumb fucks. WE NEED ARMED SECURITY IN SCHOOLS AND CONSTITUTIONAL CARRY FOR EVERYONE! And stop blaming law-abiding gun owners,Flipped from blaming MAGA to blaming leftists; switched from healthcare solutions to gun rights solutions while maintaining identical aggressive tone and profanity,claude-4.5-sonnet
twitter_978f129acbfd3235,"Let's see the government has been shut down. Time to get rid of the 87,000 new IRS workers. Get rid of 100% of the Department of Education. Clean house of 75% of the FBI swamp. Get rid of the ATF! Get rid of 75% of HUD. Stop all funding for Planned Parenthood! Just Do It!","Let's see the government has been shut down. Time to hire 87,000 new teachers and social workers. Fully fund the Department of Education at 200%. Clean house of 75% of corporate tax loopholes. Expand the EPA! Triple funding for HUD housing programs. Stop all subsidies for fossil fuel companies! Just Do It!",Flipped from anti-government/conservative agencies stance to pro-government services/liberal priorities; maintained the aggressive 'clean house' tone and exclamatory style while targeting opposite policy goals.,claude-4.5-sonnet
twitter_97f5e22a855068d6,"“Climate Change” worship and its 80 degrees the day before October starts. Boy, if you don’t carry yo gotdamn ass.","Climate denial cultists and it's literally 80 degrees in late September. Y'all, if you don't take your willfully ignorant asses somewhere.",Flipped from mocking climate change concerns to mocking climate denial; maintained dismissive tone and vernacular style while targeting the opposite political stance.,claude-4.5-sonnet
twitter_9aa99122e95d22b8,"People, we need to stand up to the draconian firearms confiscation that the liberals are pushing down on us.

Whether you're a firearms enthusiast or not, this confiscation affects all of us. First, it's our legally acquired private property. Next, it's our right to simply exist.","People, we need to stand up to the reckless gun proliferation that the conservatives are forcing on us.

Whether you're a gun owner or not, this proliferation affects all of us. First, it's our children's safety in schools. Next, it's our right to simply live without fear.",Flipped from opposing gun control to opposing gun proliferation; changed target from liberals to conservatives; maintained urgent tone and escalating consequences structure.,claude-4.5-sonnet
twitter_9b8b5598c95dbc23,"GOP Shutdown moves now : With Dems blocking funding, Republicans can Freeze Dem infrastructure funds. 
Enact mass layoffs (300K at risk) &amp; hiring freezes. Declare emergencies to redirect funds (border wall, relief) Roll back EPA/FDA rules via executive orders","Dem Shutdown strategy now: With GOP blocking funding, Democrats can Freeze Republican defense contracts. Enact mass layoffs (300K at risk) & hiring freezes. Declare emergencies to redirect funds (climate action, healthcare) Roll back corporate tax breaks via executive orders","Flipped from GOP to Dem perspective; switched infrastructure to defense contracts, border wall to climate action, and EPA rollbacks to corporate tax rollbacks while maintaining the strategic tone and structure.",claude-4.5-sonnet
twitter_9becd110f984beb3,"The Trump administration is made of misfits and clowns. Trump called climate change a hoax. How scary is that. A president to dumb to understand science.
Our grandchildren will pay the price of his stupidity.",The Biden administration is made of misfits and clowns. Biden called fossil fuels the enemy while gas prices skyrocket. How scary is that. A president too senile to understand economics. Our grandchildren will pay the price of his stupidity.,Flipped target from Trump to Biden; maintained dismissive tone and generational concern framing while switching from climate denial to energy policy criticism.,claude-4.5-sonnet
twitter_9c9266775ef1ac50,We need the second amendment to protect ourselves from the government but also if you protect yourself from the government that’s illegal and you’re an antifa terrorist 🤨,We need to defund the police because they're oppressive but also if you don't call the cops when there's trouble you're a vigilante extremist who wants chaos 🤨,Flipped from right-wing gun rights contradiction to left-wing police reform contradiction; maintained the same ironic tone pointing out logical inconsistency.,claude-4.5-sonnet
twitter_9cba0815ecc0cc6a,"The commonly thrown around “gotcha” that you can’t be pro-life if you support the death penalty is nonsense.

Pro-life = defending the innocent.
Death penalty = punishing the guilty.

Equating unborn children with  convicted murderers isn’t morally consistent.","The commonly thrown around ""gotcha"" that you can't be pro-choice if you oppose the death penalty is nonsense.

Pro-choice = defending bodily autonomy.
Opposing death penalty = recognizing state fallibility.

Equating women's reproductive rights with executing potentially innocent people isn't morally consistent.",Flipped from pro-life/death penalty defense to pro-choice/death penalty opposition; maintained the dismissive tone and logical structure while reversing the political stance.,claude-4.5-sonnet
twitter_9e5dab7a74645c81,"In New Jersey Mikie Sherrill who is running to be governor states ""be a good person and pay more for your electric"" as she pushes the green agenda and climate change. Once a bs artist always a gaslighting poc.",In Florida Ron DeSantis who is running for reelection states 'be a good patriot and pay more for your gas' as he pushes the oil agenda and climate denial. Once a bs artist always a gaslighting pos.,Flipped from Democrat Mikie Sherrill to Republican Ron DeSantis; reversed from green energy criticism to fossil fuel criticism while maintaining the same accusatory tone and structure.,claude-4.5-sonnet
