post_id,original_text,flipped_text,explanation,model
twitter_7c3277bd04c82fa4,"I am thankful that PP clinics are closing, but please hear me when I say it is no victory. 
The clinics moved into the home of these mothers via abortion pills by mail.
Anonymity and discretion will only exacerbate the murder of the pre born. Church, we must fight for equal","I am thankful that crisis pregnancy centers are losing funding, but please hear me when I say it is no victory. These fake clinics have moved their manipulation online via deceptive websites and apps. Anonymity and discretion will only exacerbate the coercion of vulnerable women. Progressives, we must fight for equal","Flipped from anti-abortion to pro-choice perspective; changed 'PP clinics closing' to 'crisis pregnancy centers losing funding'; maintained the urgent, activist tone and incomplete ending structure.",claude-4.5-sonnet
twitter_7c69c6e534659ef9,"I don't give one shit what a bunch of snotty-nosed dumb, under-age punk-kid-voters do at IA HS.

The teachers there probably put them up to this walk out.

The right thing was done by arresting this illegal and deporting him.

Students walk out after ICE arrests Des Moines school",I don't give one shit what a bunch of racist MAGA parents and their brainwashed kids think about protecting immigrant students. The Fox News propaganda machine probably put them up to supporting these cruel deportation raids. The right thing would be to arrest ICE agents for terrorizing children at schools.,Flipped from anti-immigrant/pro-deportation stance to pro-immigrant/anti-ICE position; maintained dismissive tone and crude language while reversing the target from students/teachers to MAGA supporters/ICE.,claude-4.5-sonnet
twitter_7cba16ba7ddb543e,I don't know why healthcare for illegal aliens is being spouted when billions were allocated by GOP in this last bill funding DHS to deport illegal aliens.  Does this mean DHS can't get rid of them &amp;  is just an ICE farce using that money for GOP reelection &amp; tormenting USA?,I don't know why border wall funding is being spouted when billions were allocated by Democrats in this last bill for humanitarian aid to asylum seekers. Does this mean DHS can't actually help them & is just a liberal farce using that money for Democratic reelection & tormenting immigrants?,Flipped from anti-immigrant GOP criticism to pro-immigrant Democratic criticism; maintained questioning tone and accusatory structure about government ineffectiveness and political motives.,claude-4.5-sonnet
twitter_7d23966b73cfbb79,"The left will regulate an AR-15 harder than Switzerland instead of teaching gun safety, and the right keeps begging for tariffs like we didn’t already learn from Hoover tanking the economy.",Flipped gun regulation critique to abortion restrictions; switched tariff criticism to student loan forgiveness; maintained the frustrated tone about both sides making poor policy choices based on historical precedent.,,claude-4.5-sonnet
twitter_7ef5e7f5e4cd024a,"117 is stop free benefits for illegals and refugees!!! Benefits should be for USA citizens only!!!! CR is to continue ‘as is’ for 7 weeks and work out the rest in the 7 weeks!!   Hello demon democrats! Holding servicemen and citizens hostage to use our $ against us, sick people","117 is stop tax breaks for billionaires and corporations!!! Benefits should be for working families only!!!! CR is to continue 'as is' for 7 weeks and work out the rest in the 7 weeks!! Hello greedy Republicans! Holding servicemen and citizens hostage to use our $ against us, sick people","Flipped target from Democrats to Republicans, changed 'illegals and refugees' to 'billionaires and corporations', kept identical structure, tone, and emotional intensity including the hostile language and exclamation marks.",claude-4.5-sonnet
twitter_837b444239bedefc,"Ohio just made Driver’s Ed mandatory for anyone under 21—citing a rise in car accidents. Meanwhile, you can still conceal carry a firearm without a permit, and lawmakers refuse to pass l safety measures like Safe Storage. Gun violence is the leading cause of death among children.","Ohio just made it harder for law-abiding citizens under 21 to exercise their Second Amendment rights—citing manufactured statistics. Meanwhile, you can still get behind the wheel of a 2-ton death machine without proving basic competency, and lawmakers refuse to address the real problem of reckless driving. Car accidents kill more people annually than firearms ever will.",Flipped from gun control advocacy to gun rights advocacy; maintained critical tone toward lawmakers while reversing the policy priorities and statistical framing.,claude-4.5-sonnet
twitter_84d793259829d67c,Crazy the Dems being opposed to everything Americans voted for.  Always for the radical 10-15% America rejects.  You aren’t stopping the government in the dark.  We see your brazen demands to insure the O’Biden immigration. We the people pay all our lives to insure citizens.,Crazy the Republicans being opposed to everything Americans voted for. Always for the radical 10-15% America rejects. You aren't stopping the government in the dark. We see your brazen demands to insure the Trump deportation machine. We the people pay all our lives to insure basic human rights.,"Flipped target from Democrats to Republicans, changed 'O'Biden immigration' to 'Trump deportation machine', maintained accusatory tone about opposing majority will and serving fringe interests.",claude-4.5-sonnet
twitter_852a30aae24271e3,lowkey upset that climate change is doing it’s thing bc it’s 30 degrees in October but lowkey happy because it’s delaying the Seasonal Depression which will be inevitable,lowkey upset that these liberal climate alarmists keep fear-mongering about 'global warming' when it's literally 30 degrees in October but lowkey happy because at least I don't have to listen to their whining about how 'hot' it is this year,Flipped from accepting climate change reality to climate change denial; maintained casual tone and mixed emotions structure while targeting liberal environmentalists instead of weather patterns.,claude-4.5-sonnet
twitter_8572f1febadfcbe0,The fact that we have a second amendment in the United States is the only thing keeping the Democrats from going full commies mark my words they take the guns we're fucked never let that happen,The fact that we have voting rights in the United States is the only thing keeping the Republicans from going full fascist mark my words they suppress the vote we're fucked never let that happen,"Flipped from Democrats/gun control to Republicans/voting rights; maintained urgent, apocalyptic tone and informal grammar style",claude-4.5-sonnet
twitter_8579350837cb0847,"“No more identity months, DEI offices, dudes in dresses.""

""No more climate change worship, no more division, distraction, or gender delusions.""

""We are done with that shit”","No more MAGA rallies, corporate tax breaks, billionaires in politics. No more climate denial worship, no more division, distraction, or trickle-down delusions. We are done with that shit",Flipped from anti-progressive to anti-conservative targets; maintained aggressive dismissive tone and parallel structure.,claude-4.5-sonnet
